target_flux_per_ky_0,target_flux_per_ky_1,target_flux_per_ky_2,target_flux_per_ky_3,target_flux_per_ky_4,target_flux_per_ky_5,target_flux_per_ky_6,target_flux_per_ky_7,target_flux_per_ky_8,target_flux_per_ky_9,target_flux_per_ky_10,target_flux_per_ky_11,target_flux_per_ky_12,target_flux_per_ky_13,target_flux_per_ky_14,target_flux_per_ky_15,target_flux_per_ky_16,target_flux_per_ky_17,target_flux_per_ky_18,target_flux_per_ky_19,target_flux_per_ky_20,target_flux_per_ky_21,target_flux_per_ky_22,target_flux_per_ky_23,target_flux_per_ky_24,target_flux_per_ky_25,target_flux_per_ky_26,target_flux_per_ky_27,target_flux_per_ky_28,target_flux_per_ky_29,target_flux_per_ky_30,target_flux_per_ky_31,target_flux_per_ky_32,target_flux_per_ky_33,target_flux_per_ky_34,target_flux_per_ky_35,target_flux_per_ky_36,target_flux_per_ky_37,target_flux_per_ky_38,target_flux_per_ky_39,target_flux_per_ky_40,target_flux_per_ky_41,target_flux_per_ky_42,target_flux_per_ky_43,target_flux_per_ky_44,target_flux_per_ky_45,target_flux_per_ky_46,target_flux_per_ky_47,target_flux_per_ky_48,target_flux_per_ky_49,target_flux_per_ky_50,target_flux_per_ky_51,target_flux_per_ky_52,target_flux_per_ky_53,target_flux_per_ky_54,target_flux_per_ky_55,target_flux_per_ky_56,target_flux_per_ky_57,target_flux_per_ky_58,target_flux_per_ky_59,target_flux_per_ky_60,target_flux_per_ky_61,target_flux_per_ky_62,target_flux_per_ky_63,target_flux_per_ky_64,target_flux_per_ky_65,target_flux_per_ky_66,target_flux_per_ky_67,target_flux_per_ky_68,target_flux_per_ky_69,target_flux_per_ky_70,target_flux_per_ky_71,target_flux_per_ky_72,target_flux_per_ky_73,target_flux_per_ky_74,target_flux_per_ky_75,target_flux_per_ky_76,target_flux_per_ky_77,target_flux_per_ky_78,target_flux_per_ky_79,target_flux_per_ky_80,target_flux_per_ky_81,target_flux_per_ky_82,target_flux_per_ky_83,target_flux_per_ky_84,target_flux_per_ky_85,target_flux_per_ky_86,target_flux_per_ky_87,target_flux_per_ky_88,target_flux_per_ky_89,target_flux_per_ky_90,target_flux_per_ky_91,target_flux_per_ky_92,target_flux_per_ky_93,target_flux_per_ky_94,target_flux_per_ky_95
1672.6116,10467.277,369.50708,60.416477,2723.6614,16904.33,550.95605,99.71234,3197.6528,19650.193,573.1301,118.97608,3456.3018,21075.438,553.3426,130.35416,3619.3499,21934.219,521.25507,138.16275,3734.7676,22514.809,483.98553,144.24815,3902.2324,23316.246,393.3142,153.65955,3999.6682,23785.75,318.58633,158.98357,4040.4724,24009.531,281.76123,160.95512,4056.31,24118.664,265.89853,161.64331,4061.7092,24175.004,260.2292,161.90068,4060.41,24216.863,255.9374,161.95393,4056.332,24254.6,250.86958,161.92343,4048.875,24326.873,242.51207,161.91153,4045.112,24370.062,238.82907,161.9234,4043.4487,24395.865,237.26393,161.93118,4042.7773,24411.086,236.63406,161.93506,4042.5063,24419.88,236.39507,161.93669,4042.389,24424.89,236.30505,161.93724,4042.3416,24427.762,236.27032,161.93735,4042.32,24429.424,236.25778,161.93738,4042.31,24430.379,236.25375,161.93738,4042.3057,24430.914,236.25272,161.93738,4042.304,24431.203,236.25262,161.93738
-0.010646174,0.05722366,2.9844813,-0.0305579,-0.016538406,0.10678274,5.1049156,-0.05221724,-0.017603915,0.1424896,6.3064103,-0.06666794,-0.017562132,0.16485147,7.042765,-0.07578246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4721508e-06,9.594089e-06,4.0234505e-07,2.876459e-07,3.3553937e-05,0.0001319306,6.3625753e-06,4.485795e-06,0.0012633507,0.004915554,0.00013461219,0.00010036106,0.0051914444,0.020130266,0.00039703754,0.00030912634,0.009369373,0.03600596,0.0004974652,0.00039856223,0.016329385,0.061306585,0.00043036757,0.00038207162,0.031806294,0.117923096,0.00042174206,0.00045945533,0.038905602,0.14564227,0.00046296325,0.0005096846,0.041355133,0.1574619,0.00046326115,0.0005007057,0.04239212,0.16405216,0.0004662847,0.00049932406,0.042968925,0.16842882,0.00046994773,0.00049960223,0.043383244,0.17161337,0.00047247426,0.0004998202,0.0437212,0.17398876,0.0004740092,0.0004999993,0.04445411,0.17837031,0.0004765856,0.0005004262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021530597,0.014474718,-0.00085512653,-8.242438e-05,0.0036452455,0.025202362,-0.0014542091,-0.000120731005,0.0066004964,0.047739837,-0.0026442525,-0.0001741665,0.014764143,0.11504691,-0.0058687218,-0.00026122268,0.022155585,0.17921719,-0.008717045,-0.00030978236,0.03054555,0.2557745,-0.011895065,-0.00034291594,0.039701782,0.3423887,-0.015434731,-0.00037009374,0.046604715,0.41193184,-0.018255945,-0.00038327894,0.051903695,0.46988186,-0.0205944,-0.00038851815,0.056031093,0.5195547,-0.022593684,-0.00038969348,0.06445241,0.6439263,-0.027522165,-0.0003870445,0.070396364,0.76756054,-0.0321481,-0.00038580378,0.075197294,0.9007476,-0.036574367,-0.0003914485,0.07964718,1.0597112,-0.040896904,-0.0003993317,0.08419867,1.2721589,-0.045283783,-0.0004038069,0.088946775,1.5717545,-0.04993647,-0.00040751562,0.09370451,1.9769949,-0.054724284,-0.00041856375,0.09795212,2.4555726,-0.05891656,-0.0004352246,0.10110791,2.9154012,-0.061763566,-0.00044776144,0.103040025,3.2580123,-0.06320957,-0.0004541841,0.1040141,3.451314,-0.06374731,-0.0004573728
1.7920141e-06,1.0125952e-06,-0.00013009255,-3.3662116e-07,0.0006472362,0.00059788267,-0.000351179,6.551528e-06,0.0060022245,0.0056913006,-0.00071135187,0.00019195894,0.017615976,0.01720243,-0.00097383914,0.0006983229,0.04419158,0.04232351,-0.0012703071,0.0015522972,0.09014635,0.08375832,-0.0017476617,0.002557355,0.24071991,0.2201462,-0.0026598598,0.0069072247,0.40272546,0.36437964,-0.0029972452,0.011829285,0.5134619,0.4578978,-0.0028763632,0.014572303,0.5809275,0.51178914,-0.0027474305,0.015979134,0.6239065,0.54427576,-0.002668568,0.016737795,0.65227103,0.56474066,-0.002632074,0.017162621,0.67159724,0.57828116,-0.002626094,0.017412195,0.7065524,0.60267675,-0.0026712806,0.017769441,0.7302965,0.6207193,-0.002800099,0.017859552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3523.6565,4761.8457,12.107766,-1.1489267,5400.6587,7294.537,18.43333,-1.8486941,5936.8867,8012.735,20.080725,-2.1453815,6147.524,8291.716,20.644398,-2.2999272,6243.87,8417.9795,20.864273,-2.3880975,6291.022,8479.462,20.953648,-2.440944,6328.4136,8528.856,21.010916,-2.4919834,6337.647,8541.904,21.021778,-2.5083542,6352.9717,8555.237,21.015295,-2.4927213,6373.9336,8571.386,21.010447,-2.464357,6388.1465,8581.953,21.01652,-2.4515872,6398.196,8589.122,21.021679,-2.4481523,6405.47,8594.096,21.025105,-2.4457166,6419.074,8602.918,21.030762,-2.435921,6426.145,8607.206,21.031754,-2.429754,6428.6587,8608.812,21.03095,-2.429493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17663.559,58337.973,9752.436,-12.119752,28050.469,92620.4,15505.252,-19.433823,32176.398,106203.54,17817.586,-22.625076,34379.953,113429.44,19074.477,-24.566101,35745.305,117882.65,19871.3,-25.969933,36670.29,120878.734,20426.27,-27.095947,37843.844,124632.23,21163.734,-28.988945,38538.574,126801.89,21634.738,-30.603748,38988.074,128163.43,21964.613,-31.947308,39295.12,129060.73,22207.188,-32.996902,39512.29,129671.81,22388.77,-33.666405,39669.566,130099.04,22524.328,-33.87808,39785.6,130405.17,22624.607,-33.701576,40022.426,131011.914,22817.879,-32.91015,40153.258,131324.7,22910.785,-32.68078,40222.055,131470.53,22957.621,-32.724876,40257.13,131535.66,22982.873,-32.67679,40275.625,131565.7,22997.291,-32.646446,40283.14,131577.81,23005.828,-32.62261,40285.65,131584.1,23010.838,-32.61436,0.0,0.0,0.0,0.0,40287.824,131589.03,23014.479,-32.60721,40288.21,131589.53,23014.91,-32.6075,0.0,0.0,0.0,0.0
5312.841,18789.87,499.3404,-14.373618,8383.069,29614.764,775.2673,-24.581522,9518.767,33577.617,862.8619,-30.537619,10063.908,35458.125,898.8356,-34.375088,10362.213,36475.836,916.24414,-36.973846,10536.829,37065.684,925.77527,-38.800797,10709.76,37644.93,935.6947,-41.07619,10771.898,37851.957,940.5894,-42.252495,10793.438,37924.67,943.565,-42.813736,10802.223,37955.535,945.50903,-43.06828,10807.191,37973.805,946.79144,-43.191746,10810.571,37986.5,947.7045,-43.25242,10812.981,37995.57,948.42175,-43.27923,10817.682,38012.844,949.94574,-43.29801,10819.968,38020.887,950.8447,-43.28395,10821.075,38024.645,951.3516,-43.273106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10822.803,38032.875,951.9114,-43.26929,10822.949,38035.0,951.94293,-43.269863,10823.003,38035.973,951.96356,-43.26915,10823.013,38036.375,951.9648,-43.269157,10823.018,38036.586,951.9657,-43.26915,10823.02,38036.695,951.9661,-43.26912
3699.2954,18547.383,815.9223,-64.171104,6126.135,30651.201,1331.3365,-109.55943,7306.162,36453.25,1556.727,-135.89655,7957.2085,39599.38,1665.5731,-153.22658,8357.084,41497.34,1723.7224,-165.6579,8620.444,42725.3,1757.2513,-175.04967,8934.536,44156.062,1792.1128,-188.26558,9098.724,44876.87,1808.0258,-196.92487,9188.43,45255.863,1816.6395,-202.74059,9238.407,45459.16,1821.7551,-206.56523,9267.586,45574.473,1825.0521,-208.9387,9286.331,45647.93,1827.3412,-210.2988,9299.684,45700.375,1829.033,-210.98753,9307.743,45778.523,1835.0159,-211.49142,9292.897,45795.484,1841.1257,-211.56674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9274.238,45836.47,1847.8617,-212.38432,9273.804,45850.633,1847.6543,-212.39981,9273.614,45857.77,1847.687,-212.40619,9273.548,45861.406,1847.7325,-212.40854,9273.516,45863.316,1847.7576,-212.4093,9273.502,45864.35,1847.7699,-212.40956,9273.499,45864.91,1847.7756,-212.40965
5436.752,27540.912,656.66046,-9.666235,8677.039,43946.094,1042.683,-16.050083,9989.637,50579.08,1191.4867,-19.490646,10676.282,54040.836,1263.9573,-21.860064,11087.808,56110.984,1303.6807,-23.657927,11355.039,57453.21,1326.9377,-25.08116,11670.276,59037.168,1350.464,-27.167534,11833.522,59862.332,1359.6283,-28.580774,11923.051,60322.055,1362.9576,-29.543783,11973.702,60589.29,1363.7059,-30.19097,12003.267,60751.28,1363.3027,-30.614542,12021.403,60855.17,1362.4692,-30.881649,12033.355,60926.707,1361.5021,-31.042618,12056.014,61069.7,1358.3795,-31.254522,12068.622,61157.047,1355.1309,-31.275736,12075.393,61210.2,1352.3168,-31.255745,12079.005,61245.17,1350.2759,-31.247696,12080.292,61266.727,1348.9191,-31.235176,12080.369,61278.83,1348.0997,-31.214151,12080.404,61287.54,1347.717,-31.205063,12080.423,61293.137,1347.5746,-31.204208,12080.43,61295.89,1347.5403,-31.204088,12080.433,61297.363,1347.5337,-31.20364,12080.435,61298.24,1347.5322,-31.203194
-381.82016,1649.2852,22.939146,2.0784469,-585.2743,2573.2063,34.030777,3.3966205,-644.5364,2885.503,35.51306,3.8889947,-669.56104,3027.7024,34.928837,4.0307307,-682.2817,3104.685,33.9641,4.078578,-689.3934,3150.9287,33.0391,4.09858,-696.4496,3202.0186,31.623293,4.1144567,-699.33356,3227.222,30.689056,4.1192765,-700.6676,3241.36,30.078726,4.1209226,-701.3483,3250.0361,29.670666,4.121427,-701.72455,3255.726,29.390175,4.121471,-701.94666,3259.6572,29.192438,4.1213326,-702.08496,3262.489,29.049524,4.121139,-702.29877,3267.806,28.78588,4.1206417,-702.38544,3270.9333,28.637573,4.1202602,-702.4142,3272.5806,28.54605,4.120055,-702.421,3273.413,28.494184,4.119985,-702.42615,3273.9763,28.478615,4.119949,-702.4291,3274.332,28.473969,4.119932,-702.4305,3274.538,28.472416,4.1199245,-702.4311,3274.6504,28.471941,4.119922,-702.43134,3274.7136,28.47185,4.1199207,-702.43146,3274.7478,28.471827,4.1199203,-702.4316,3274.7656,28.471823,4.1199203
-0.008653072,-0.001011915,0.005197561,0.0014361312,-0.012360603,-0.001470061,0.007215902,0.0020411315,-0.012626358,-0.0015174416,0.0072238217,0.0020765807,-0.012677414,-0.0015561823,0.0072242487,0.0020765865,-0.012755594,-0.0016287742,0.007224296,0.0020766326,-0.012827417,-0.0017001205,0.007224298,0.0020767413,-0.012940968,-0.0018143957,0.0072242743,0.0020769155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9993894e-05,0.00020018882,-6.4264505e-06,-8.740949e-07,0.014005475,0.057216354,-0.0015158476,-5.715384e-05,0.08445511,0.3658398,-0.008763042,0.00047887606,0.20299125,0.9025391,-0.02014218,0.0020517341,0.30776167,1.3865998,-0.02927039,0.0038653063,0.374696,1.697793,-0.0344153,0.0051851748,0.4457685,2.0234067,-0.038994413,0.0066451686,0.4789974,2.1674585,-0.040537465,0.0073029315,0.4967091,2.2374704,-0.04109398,0.00760432,0.50709045,2.2738273,-0.04129089,0.0077437535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
